model	sample_size	codon	codon_num	N_diffs	S_diffs	N_sites	S_sites	num_defined_seqs	sw_ratio	sw_start	sw_center	sw_end	sw_num_replicates	sw_N_diffs	sw_S_diffs	sw_N_sites	sw_S_sites	sw_dN	sw_dS	sw_dNdS	sw_dN_m_dS	sw_boot_dN_SE	sw_boot_dS_SE	sw_boot_dN_over_dS_SE	sw_boot_dN_over_dS_P	sw_boot_dN_m_dS_SE	sw_boot_dN_m_dS_P	sw_boot_dN_gt_dS_count	sw_boot_dN_eq_dS_count	sw_boot_dN_lt_dS_count	sw_ASL_dN_gt_dS_P	sw_ASL_dN_lt_dS_P	sw_ASL_dNdS_P
Emp/BloomDFE	100	1349	1349	0	0	2	1	100	piNpiS	1349	1363.5	1378	1000	0.007333333333333332	0.0032747474747474746	60	30	1.22222222222222e-4	1.09158249158249e-4	1.11967921036397	1.30639730639731e-5	6.32090600892784e-5	6.54408961597708e-5	NA	NA	6.91264746242887e-5	0.85010336846028	630	0	370	0.37	0.63	0.74
Emp/BloomDFE	100	1350	1350	7.757575757575747e-4	0	2	1	100	piNpiS	1350	1364.5	1379	1000	0.007333333333333332	0.0032747474747474746	60	30	1.22222222222222e-4	1.09158249158249e-4	1.11967921036397	1.30639730639731e-5	6.30338811608836e-5	6.184621442198e-5	NA	NA	6.9129726413628e-5	0.850110335900431	615	0	385	0.385	0.615	0.77
Emp/BloomDFE	100	1351	1351	0.0019151515151515188	0	2	1	100	piNpiS	1351	1365.5	1380	1000	0.006557575757575757	0.0032747474747474746	60	30	1.09292929292929e-4	1.09158249158249e-4	1.00123380629241	1.34680134680125e-7	6.37725900612533e-5	6.29059186284001e-5	NA	NA	6.86643661737333e-5	0.998435008765194	520	2	478	0.478	0.52	0.956
Emp/BloomDFE	100	1352	1352	0	0	2	1	100	piNpiS	1352	1366.5	1381	1000	0.004642424242424239	0.004761616161616161	60	30	7.73737373737373e-5	1.58720538720539e-4	0.487484089944845	-8.13468013468014e-5	5.86740798923345e-5	7.64196868014204e-5	NA	NA	7.62068696533424e-5	0.285769993303319	123	2	875	0.875	0.123	0.246
Emp/BloomDFE	100	1353	1353	0	0	2	1	100	piNpiS	1353	1367.5	1382	1000	0.005418181818181815	0.004761616161616161	60	30	9.03030303030302e-5	1.58720538720539e-4	0.568943572337717	-6.84175084175085e-5	5.9526439826448e-5	7.64812763806772e-5	NA	NA	8.17297132752597e-5	0.402525595049198	194	0	806	0.806	0.194	0.388
Emp/BloomDFE	100	1354	1354	0	0	2	1	100	piNpiS	1354	1368.5	1383	1000	0.005418181818181815	0.004761616161616161	60	30	9.03030303030302e-5	1.58720538720539e-4	0.568943572337717	-6.84175084175085e-5	6.11838521150606e-5	7.72005998669081e-5	NA	NA	8.15338880547317e-5	0.401396521709	223	0	777	0.777	0.223	0.446
Emp/BloomDFE	100	1355	1355	0	5.878787878787876e-4	2	1	100	piNpiS	1355	1369.5	1384	1000	0.005418181818181815	0.004761616161616161	60	30	9.03030303030302e-5	1.58720538720539e-4	0.568943572337717	-6.84175084175085e-5	5.93078172414415e-5	7.77985475676155e-5	NA	NA	8.18161687627756e-5	0.403022955875855	221	0	779	0.779	0.221	0.442
Emp/BloomDFE	100	1356	1356	0	0	2	1	100	piNpiS	1356	1370.5	1385	1000	0.005418181818181815	0.004761616161616161	60	30	9.03030303030302e-5	1.58720538720539e-4	0.568943572337717	-6.84175084175085e-5	5.66019226476964e-5	7.80069084252421e-5	NA	NA	7.63020212195997e-5	0.369896606982223	191	0	809	0.809	0.191	0.382
Emp/BloomDFE	100	1357	1357	0	0	2	1	100	piNpiS	1357	1371.5	1386	1000	0.005418181818181815	0.004761616161616161	60	30	9.03030303030302e-5	1.58720538720539e-4	0.568943572337717	-6.84175084175085e-5	5.87477531954627e-5	7.86196491388338e-5	NA	NA	7.83053460233393e-5	0.38226685056623	215	2	783	0.783	0.215	0.43
Emp/BloomDFE	100	1358	1358	0	0	2	1	100	piNpiS	1358	1372.5	1387	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.94527725351665e-5	1.03286412551777e-4	NA	NA	1.04177675180552e-4	0.165194016668481	76	0	924	0.924	0.076	0.152
Emp/BloomDFE	100	1359	1359	0	0	2	1	100	piNpiS	1359	1373.5	1388	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.99457822319315e-5	1.04097315474659e-4	0.365228827016008	0.292497811424678	1.0498425099995e-4	0.168465690332634	79	0	921	0.921	0.079	0.158
Emp/BloomDFE	100	1360	1360	0	0	2	1	100	piNpiS	1360	1374.5	1389	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.77093428283511e-5	1.05579127093421e-4	NA	NA	1.04678082522375e-4	0.167224061450597	70	0	930	0.93	0.07	0.14
Emp/BloomDFE	100	1361	1361	0	0	2	1	100	piNpiS	1361	1375.5	1390	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.85847703393959e-5	1.02254166835685e-4	NA	NA	1.05781704444347e-4	0.171697810809006	61	0	939	0.939	0.061	0.122
Emp/BloomDFE	100	1362	1362	0	0	2	1	100	piNpiS	1362	1376.5	1391	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	6.03497094677893e-5	1.0474680648183e-4	NA	NA	1.05628612619614e-4	0.171077550366522	72	0	928	0.928	0.072	0.144
Emp/BloomDFE	100	1363	1363	0	0	2	1	100	piNpiS	1363	1377.5	1392	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.84016579128896e-5	1.0616710153489e-4	NA	NA	1.08347414197981e-4	0.182071787065097	65	1	934	0.934	0.065	0.13
Emp/BloomDFE	100	1364	1364	0	0	2	1	100	piNpiS	1364	1378.5	1393	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.74173770368772e-5	1.03950677330937e-4	NA	NA	1.04269820950366e-4	0.165567891606804	81	0	919	0.919	0.081	0.162
Emp/BloomDFE	100	1365	1365	0	0	2	1	100	piNpiS	1365	1379.5	1394	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.73356128306784e-5	1.0603668110191e-4	NA	NA	1.06590054356877e-4	0.174970814956041	75	0	925	0.925	0.075	0.15
Emp/BloomDFE	100	1366	1366	0	0	2	1	100	piNpiS	1366	1380.5	1395	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.98930455775826e-5	1.0494315068335e-4	NA	NA	1.06567372450916e-4	0.174879027125943	84	0	916	0.916	0.084	0.168
Emp/BloomDFE	100	1367	1367	0	0.001547474747474748	2	1	100	piNpiS	1367	1381.5	1396	1000	0.005418181818181815	0.00704646464646465	60	30	9.03030303030302e-5	2.34882154882155e-4	0.384461009174312	-1.44579124579125e-4	5.95747265334219e-5	1.04659908406857e-4	NA	NA	1.05141182542836e-4	0.169101964310819	77	0	923	0.923	0.077	0.154
Emp/BloomDFE	100	1368	1368	0	0	2	1	100	piNpiS	1368	1382.5	1397	1000	0.005418181818181815	0.005498989898989902	60	30	9.03030303030302e-5	1.83299663299663e-4	0.492652461425422	-9.29966329966332e-5	5.87858521493002e-5	9.48124209180224e-5	NA	NA	9.65727149799188e-5	0.335562549283382	177	0	823	0.823	0.177	0.354
Emp/BloomDFE	100	1369	1369	0	0	2	1	100	piNpiS	1369	1383.5	1398	1000	0.005418181818181815	0.005498989898989902	60	30	9.03030303030302e-5	1.83299663299663e-4	0.492652461425422	-9.29966329966332e-5	6.17961248595837e-5	9.60603346734529e-5	NA	NA	9.42342059460871e-5	0.323707818401691	159	0	841	0.841	0.159	0.318
Emp/BloomDFE	100	1370	1370	0	0	2	1	100	piNpiS	1370	1384.5	1399	1000	0.005418181818181815	0.005498989898989902	60	30	9.03030303030302e-5	1.83299663299663e-4	0.492652461425422	-9.29966329966332e-5	5.84391112938119e-5	9.66510549375501e-5	NA	NA	9.65733102492808e-5	0.335565528124921	180	0	820	0.82	0.18	0.36
Emp/BloomDFE	100	1371	1371	0.0034666666666666626	0.001139393939393939	2	1	100	piNpiS	1371	1385.5	1400	1000	0.005418181818181815	0.005498989898989902	60	30	9.03030303030302e-5	1.83299663299663e-4	0.492652461425422	-9.29966329966332e-5	5.8802313914612e-5	8.95831447330794e-5	NA	NA	9.42370438083747e-5	0.323722389544544	158	0	842	0.842	0.158	0.316
Emp/BloomDFE	100	1372	1372	0	0	2	1	100	piNpiS	1372	1386.5	1401	1000	0.0019515151515151518	0.0043595959595959625	60	30	3.25252525252525e-5	1.45319865319865e-4	0.223818350324374	-1.12794612794613e-4	1.75688982367916e-5	9.09609412867308e-5	NA	NA	9.50845754733255e-5	0.235521363947663	92	2	906	0.906	0.092	0.184
Emp/BloomDFE	100	1373	1373	0	0	2	1	100	piNpiS	1373	1387.5	1402	1000	0.0019515151515151518	0.005319191919191921	60	30	3.25252525252525e-5	1.77306397306397e-4	0.183440941891379	-1.44781144781145e-4	1.86108998784378e-5	8.94161843875702e-5	NA	NA	9.55465781175879e-5	0.129697998269111	49	0	951	0.951	0.049	0.098
Emp/BloomDFE	100	1374	1374	5.878787878787878e-4	0	2	1	100	piNpiS	1374	1388.5	1403	1000	0.002539393939393939	0.005319191919191921	60	30	4.23232323232323e-5	1.77306397306397e-4	0.238701101405241	-1.34983164983165e-4	1.97952441563013e-5	9.73458293547924e-5	NA	NA	9.66459635999386e-5	0.162510815527985	74	0	926	0.926	0.074	0.148
Emp/BloomDFE	100	1375	1375	0	0	2	1	100	piNpiS	1375	1389.5	1404	1000	0.0019515151515151511	0.005319191919191921	60	30	3.25252525252525e-5	1.77306397306397e-4	0.183440941891379	-1.44781144781145e-4	1.77417204157083e-5	9.35155800079109e-5	NA	NA	9.6510724053506e-5	0.133573989650489	55	1	944	0.944	0.055	0.11
Emp/BloomDFE	100	1376	1376	0	0	2	1	100	piNpiS	1376	1390.5	1405	1000	0.0019515151515151511	0.005319191919191921	60	30	3.25252525252525e-5	1.77306397306397e-4	0.183440941891379	-1.44781144781145e-4	1.79395010483561e-5	9.97793689329097e-5	NA	NA	1.00748320653193e-4	0.150701613741574	54	1	945	0.945	0.054	0.108
Emp/BloomDFE	100	1377	1377	0	0	2	1	100	piNpiS	1377	1391.5	1406	1000	0.0019515151515151511	0.005319191919191921	60	30	3.25252525252525e-5	1.77306397306397e-4	0.183440941891379	-1.44781144781145e-4	1.8129023560217002e-05	9.2935068031178e-5	NA	NA	9.43446275828573e-5	0.124882427138868	49	1	950	0.95	0.049	0.098
Emp/BloomDFE	100	1378	1378	5.87878787878788e-4	0	2	1	100	piNpiS	1378	1392.5	1407	1000	0.0019515151515151511	0.005319191919191921	60	30	3.25252525252525e-5	1.77306397306397e-4	0.183440941891379	-1.44781144781145e-4	1.77932578607244e-5	9.15855165656626e-5	NA	NA	9.8212923059492e-5	0.140439662187448	50	0	950	0.95	0.05	0.1
Emp/BloomDFE	100	1379	1379	0	0	2	1	100	piNpiS	1379	1393.5	1408	1000	0.0013636363636363633	0.005319191919191921	60	30	2.27272727272727e-5	1.77306397306397e-4	0.128180782377516	-1.54579124579125e-4	1.6162252430575e-5	9.48454214325812e-5	NA	NA	9.5195834778483e-5	0.104418212865847	24	7	969	0.969	0.024	0.048
Emp/BloomDFE	100	1380	1380	0	0	2	1	100	piNpiS	1380	1394.5	1409	1000	0.0013636363636363633	0.006682828282828285	60	30	2.27272727272727e-5	2.22760942760943e-4	0.102025392986699	-2.0003367003367e-4	1.53478772397532e-5	1.0303042368589e-4	NA	NA	1.00764551084273e-4	0.0471267681950682	9	0	991	0.991	0.009	0.018
Emp/BloomDFE	100	1381	1381	0	0.0014868686868686866	2	1	100	piNpiS	1381	1395.5	1410	1000	0.0036484848484848527	0.006682828282828285	60	30	6.08080808080809e-5	2.22760942760943e-4	0.272974607013301	-1.61952861952862e-4	3.95788668013352e-5	9.93887396696485e-5	NA	NA	1.14258451949102e-4	0.156358514136192	77	0	923	0.923	0.077	0.154
Emp/BloomDFE	100	1382	1382	7.757575757575759e-4	0	2	1	100	piNpiS	1382	1396.5	1411	1000	0.0036484848484848527	0.005195959595959598	60	30	6.08080808080809e-5	1.73198653198653e-4	0.351088646967341	-1.12390572390572e-4	3.90637347352209e-5	9.30473736707473e-5	NA	NA	1.00652954182306e-4	0.264159085947331	129	0	871	0.871	0.129	0.258
Emp/BloomDFE	100	1383	1383	0	0	2	1	100	piNpiS	1383	1397.5	1412	1000	0.002872727272727277	0.005195959595959598	60	30	4.78787878787879e-5	1.73198653198653e-4	0.276438569206843	-1.25319865319865e-4	3.81318686696306e-5	9.31547152409537e-5	NA	NA	1.06079388373049e-4	0.237452557580363	119	0	881	0.881	0.119	0.238
Emp/BloomDFE	100	1384	1384	0	0	2	1	100	piNpiS	1384	1398.5	1413	1000	0.002872727272727277	0.005195959595959598	60	30	4.78787878787879e-5	1.73198653198653e-4	0.276438569206843	-1.25319865319865e-4	3.70621158152275e-5	9.4010695842102e-5	NA	NA	9.8700919456627e-5	0.204194011586761	107	0	893	0.893	0.107	0.214
Emp/BloomDFE	100	1385	1385	0	5.878787878787875e-4	2	1	100	piNpiS	1385	1399.5	1414	1000	0.004527272727272732	0.005195959595959598	60	30	7.54545454545455e-5	1.73198653198653e-4	0.435653188180405	-9.77441077441077e-5	4.66891281357092e-5	9.50807260927526e-5	NA	NA	1.06368008901291e-4	0.358135367283385	187	0	813	0.813	0.187	0.374
Emp/BloomDFE	100	1386	1386	0	0	2	1	100	piNpiS	1386	1400.5	1415	1000	0.004527272727272732	0.004608080808080811	60	30	7.54545454545455e-5	1.53602693602694e-4	0.491231915826392	-7.81481481481482e-5	4.431031124909e-5	9.1104928744226e-5	NA	NA	1.0231069559358e-4	0.444967568939451	249	1	750	0.75	0.249	0.498
Emp/BloomDFE	100	1387	1387	0	0.0022848484848484885	2	1	100	piNpiS	1387	1401.5	1416	1000	0.005842424242424246	0.00574747474747475	60	30	9.73737373737374e-5	1.91582491582492e-4	0.508260105448155	-9.42087542087543e-5	4.9157950446011e-5	9.46420380890604e-5	NA	NA	1.04771436482748e-4	0.368554890686547	184	1	815	0.815	0.184	0.368
Emp/BloomDFE	100	1388	1388	0	0	2	1	100	piNpiS	1388	1402.5	1417	1000	0.005842424242424246	0.003462626262626261	60	30	9.73737373737374e-5	1.15420875420875e-4	0.843640606767796	-1.80471380471379e-5	4.92261632817718e-5	6.1474056941505e-5	NA	NA	7.38401980610471e-5	0.806914815904921	384	4	612	0.612	0.384	0.768
Emp/BloomDFE	100	1389	1389	0	0	2	1	100	piNpiS	1389	1403.5	1418	1000	0.005842424242424246	0.003462626262626261	60	30	9.73737373737374e-5	1.15420875420875e-4	0.843640606767796	-1.80471380471379e-5	4.90237447167633e-5	6.22744494848373e-5	NA	NA	7.52786030091519e-5	0.810533412005093	422	2	576	0.576	0.422	0.844
Emp/BloomDFE	100	1390	1390	0	0	2	1	100	piNpiS	1390	1404.5	1419	1000	0.005842424242424246	0.003462626262626261	60	30	9.73737373737374e-5	1.15420875420875e-4	0.843640606767796	-1.80471380471379e-5	4.82116371944708e-5	6.51580730645171e-5	NA	NA	7.35718037138138e-5	0.806224419088863	415	1	584	0.584	0.415	0.83
Emp/BloomDFE	100	1391	1391	0	0	2	1	100	piNpiS	1391	1405.5	1420	1000	0.005842424242424246	0.003462626262626261	60	30	9.73737373737374e-5	1.15420875420875e-4	0.843640606767796	-1.80471380471379e-5	5.02736882826465e-5	6.26613029119584e-5	NA	NA	7.66045419779198e-5	0.813752110340061	416	2	582	0.582	0.416	0.832
Emp/BloomDFE	100	1392	1392	0	0	2	1	100	piNpiS	1392	1406.5	1421	1000	0.0064303030303030344	0.003462626262626261	60	30	1.07171717171717e-4	1.15420875420875e-4	0.928529754959161	-8.24915824915812e-6	4.98469778741362e-5	6.43764677427562e-5	NA	NA	7.16092992320414e-5	0.908289177886753	457	0	543	0.543	0.457	0.914
Emp/BloomDFE	100	1393	1393	0	0	2	1	100	piNpiS	1393	1407.5	1422	1000	0.0064303030303030344	0.003462626262626261	60	30	1.07171717171717e-4	1.15420875420875e-4	0.928529754959161	-8.24915824915812e-6	5.17173639762298e-5	6.3106494255068e-5	NA	NA	7.46273794624947e-5	0.91198274697323	470	2	528	0.528	0.47	0.94
Emp/BloomDFE	100	1394	1394	0	0	2	1	100	piNpiS	1394	1408.5	1423	1000	0.0064303030303030344	0.003462626262626261	60	30	1.07171717171717e-4	1.15420875420875e-4	0.928529754959161	-8.24915824915812e-6	5.02393279245157e-5	6.66516875527705e-5	NA	NA	7.66893826159305e-5	0.914340091430306	465	1	534	0.534	0.465	0.93
Emp/BloomDFE	100	1395	1395	0	0	2	1	100	piNpiS	1395	1409.5	1424	1000	0.0064303030303030344	0.003462626262626261	60	30	1.07171717171717e-4	1.15420875420875e-4	0.928529754959161	-8.24915824915812e-6	5.01080425441874e-5	6.32730346781521e-5	NA	NA	7.95082387292863e-5	0.917365964974092	423	0	577	0.577	0.423	0.846
Emp/BloomDFE	100	1396	1396	0	0	2	1	100	piNpiS	1396	1410.5	1425	1000	0.009539393939393938	0.003462626262626261	60	30	1.58989898989899e-4	1.15420875420875e-4	1.37747957992999	4.35690235690236e-5	6.69081640278352e-5	6.26877688799324e-5	NA	NA	9.5807217788491e-5	0.64928391370109	705	0	295	0.295	0.705	0.59
Emp/BloomDFE	100	1397	1397	0	0	2	1	100	piNpiS	1397	1411.5	1426	1000	0.009539393939393938	0.003462626262626261	60	30	1.58989898989899e-4	1.15420875420875e-4	1.37747957992999	4.35690235690236e-5	7.05518531830793e-5	6.36358710648208e-5	NA	NA	9.08624706600338e-5	0.631579297950969	658	0	342	0.342	0.658	0.684
Emp/BloomDFE	100	1398	1398	0	0	2	1	100	piNpiS	1398	1412.5	1427	1000	0.009539393939393938	0.003462626262626261	60	30	1.58989898989899e-4	1.15420875420875e-4	1.37747957992999	4.35690235690236e-5	6.70767227047979e-5	6.35246131643873e-5	NA	NA	8.88998477569547e-5	0.624069440499221	681	0	319	0.319	0.681	0.638
Emp/BloomDFE	100	1399	1399	0	0	2	1	100	piNpiS	1399	1413.5	1428	1000	0.009539393939393938	0.003462626262626261	60	30	1.58989898989899e-4	1.15420875420875e-4	1.37747957992999	4.35690235690236e-5	6.76805743524453e-5	6.43993418689297e-5	NA	NA	8.8012432493948e-5	0.620577106625166	698	1	301	0.301	0.698	0.602
Emp/BloomDFE	100	1400	1400	0	0	2	1	100	piNpiS	1400	1414.5	1429	1000	0.010127272727272726	0.003462626262626261	60	30	1.68787878787879e-4	1.15420875420875e-4	1.46236872812135	5.33670033670034e-5	6.80404025362696e-5	6.30140338982629e-5	NA	NA	9.55696265431266e-5	0.576564672920294	699	0	301	0.301	0.699	0.602
Emp/BloomDFE	100	1401	1401	0	0	2	1	100	piNpiS	1401	1415.5	1430	1000	0.01236969696969697	0.003462626262626261	60	30	2.06161616161616e-4	1.15420875420875e-4	1.78617269544924	9.07407407407408e-5	7.32856898641524e-5	6.60237896043045e-5	NA	NA	9.4453449963438e-5	0.336706698144886	825	0	175	0.175	0.825	0.35
Emp/BloomDFE	100	1402	1402	0	9.595959595959584e-4	2	1	100	piNpiS	1402	1416.5	1431	1000	0.01236969696969697	0.004050505050505048	60	30	2.06161616161616e-4	1.35016835016835e-4	1.52693266832918	7.11447811447812e-5	7.45545881218305e-5	6.6599726183368e-5	NA	NA	9.9024775230491e-5	0.472477181637744	783	0	217	0.217	0.783	0.434
Emp/BloomDFE	100	1403	1403	5.878787878787873e-4	0	2	1	100	piNpiS	1403	1417.5	1432	1000	0.01236969696969697	0.0030909090909090903	60	30	2.06161616161616e-4	1.03030303030303e-4	2.00098039215686	1.03131313131313e-4	7.68738048468253e-5	5.91494545616661e-5	NA	NA	9.11310580639143e-5	0.257768451342919	861	0	139	0.139	0.861	0.278
Emp/BloomDFE	100	1404	1404	0	0	2	1	100	piNpiS	1404	1418.5	1433	1000	0.011781818181818183	0.0030909090909090903	60	30	1.96363636363636e-4	1.03030303030303e-4	1.90588235294118	9.33333333333334e-5	7.37322095320576e-5	6.22394163028346e-5	NA	NA	9.3971297489387e-5	0.320607102627681	850	0	150	0.15	0.85	0.3
Emp/BloomDFE	100	1405	1405	0	0	2	1	100	piNpiS	1405	1419.5	1434	1000	0.012369696969696971	0.0030909090909090903	60	30	2.06161616161616e-4	1.03030303030303e-4	2.00098039215686	1.03131313131313e-4	7.40924587125861e-5	6.06381875175908e-5	NA	NA	9.47434634956175e-5	0.276360218412636	880	0	120	0.12	0.88	0.24
Emp/BloomDFE	100	1406	1406	0	0	2	1	100	piNpiS	1406	1420.5	1435	1000	0.012369696969696971	0.0030909090909090903	60	30	2.06161616161616e-4	1.03030303030303e-4	2.00098039215686	1.03131313131313e-4	7.54321970650763e-5	5.95228523127003e-5	NA	NA	9.2903073459129e-5	0.266957740045367	856	0	144	0.144	0.856	0.288
Emp/BloomDFE	100	1407	1407	0	0	2	1	100	piNpiS	1407	1421.5	1436	1000	0.012369696969696971	0.0030909090909090903	60	30	2.06161616161616e-4	1.03030303030303e-4	2.00098039215686	1.03131313131313e-4	7.55565179685917e-5	5.83584621944545e-5	NA	NA	9.25623561854367e-5	0.265201106634058	861	0	139	0.139	0.861	0.278
Emp/BloomDFE	100	1408	1408	0	0	2	1	100	piNpiS	1408	1422.5	1437	1000	0.012369696969696971	0.0030909090909090903	60	30	2.06161616161616e-4	1.03030303030303e-4	2.00098039215686	1.03131313131313e-4	7.5992255651689e-5	5.84926501041403e-5	NA	NA	9.30371516301616e-5	0.267647653156568	860	0	140	0.14	0.86	0.28
Emp/BloomDFE	100	1409	1409	0	0.0013636363636363637	2	1	100	piNpiS	1409	1423.5	1438	1000	0.013145454545454547	0.0030909090909090903	60	30	2.19090909090909e-4	1.03030303030303e-4	2.1264705882353	1.16060606060606e-4	7.54913566385784e-5	6.03108983306668e-5	NA	NA	9.58310303925634e-5	0.225858500381241	893	0	107	0.107	0.893	0.214
Emp/BloomDFE	100	1410	1410	0.0022848484848484894	0	2	1	100	piNpiS	1410	1424.5	1439	1000	0.013145454545454547	0.0017272727272727266	60	30	2.19090909090909e-4	5.75757575757576e-5	3.80526315789474	1.61515151515152e-4	7.6599176361629e-5	3.99924783502775e-5	NA	NA	7.90977680854127e-5	0.0411546552221453	987	0	13	0.013	0.987	0.026
Emp/BloomDFE	100	1411	1411	0	0	2	1	100	piNpiS	1411	1425.5	1440	1000	0.010860606060606058	0.0017272727272727266	60	30	1.81010101010101e-4	5.75757575757576e-5	3.14385964912281	1.23434343434343e-4	6.8760288239532e-5	3.97438875829987e-5	NA	NA	7.3836926973e-5	0.0945804144555075	968	0	32	0.032	0.968	0.064
Emp/BloomDFE	100	1412	1412	0	0	2	1	100	piNpiS	1412	1426.5	1441	1000	0.010860606060606058	0.0017272727272727266	60	30	1.81010101010101e-4	5.75757575757576e-5	3.14385964912281	1.23434343434343e-4	6.60325050391024e-5	4.25865753177829e-5	NA	NA	7.47439741663024e-5	0.0986510703147754	960	0	40	0.04	0.96	0.08
Emp/BloomDFE	100	1413	1413	0	0	2	1	100	piNpiS	1413	1427.5	1442	1000	0.010860606060606058	0.0017272727272727266	60	30	1.81010101010101e-4	5.75757575757576e-5	3.14385964912281	1.23434343434343e-4	7.06102621043899e-5	4.02710758452566e-5	NA	NA	7.32211454420343e-5	0.0918392316665305	969	0	31	0.031	0.969	0.062
Emp/BloomDFE	100	1414	1414	0.0016545454545454558	0	2	1	100	piNpiS	1414	1428.5	1443	1000	0.010860606060606058	0.0017272727272727266	60	30	1.81010101010101e-4	5.75757575757576e-5	3.14385964912281	1.23434343434343e-4	6.69060391149748e-5	4.36853595936124e-5	NA	NA	7.36587803204451e-5	0.0937854628302536	961	0	39	0.039	0.961	0.078
Emp/BloomDFE	100	1415	1415	0	0	2	1	100	piNpiS	1415	1429.5	1444	1000	0.009206060606060601	0.0017272727272727266	60	30	1.53434343434343e-4	5.75757575757576e-5	2.66491228070175	9.58585858585858e-5	6.28993418431263e-5	4.27242209475647e-5	NA	NA	7.05408938535361e-5	0.174175739569857	930	1	69	0.069	0.93	0.138
Emp/BloomDFE	100	1416	1416	0.001315151515151514	0.001139393939393939	2	1	100	piNpiS	1416	1430.5	1445	1000	0.009206060606060601	0.0023151515151515144	60	30	1.53434343434343e-4	7.71717171717172e-5	1.98821989528796	7.62626262626262e-5	6.69187243373424e-5	4.50177300844686e-5	NA	NA	7.47376291189335e-5	0.30753657690405	859	1	140	0.14	0.859	0.28
Emp/BloomDFE	100	1417	1417	0	0	2	1	100	piNpiS	1417	1431.5	1446	1000	0.007890909090909087	0.0011757575757575752	60	30	1.31515151515151e-4	3.91919191919192e-5	3.35567010309278	9.23232323232323e-5	6.12984504162152e-5	2.67358231594218e-5	NA	NA	7.24841428361126e-5	0.202768878033732	908	0	92	0.092	0.908	0.184
Emp/BloomDFE	100	1418	1418	0	0	2	1	100	piNpiS	1418	1432.5	1447	1000	0.007890909090909087	0.0011757575757575752	60	30	1.31515151515151e-4	3.91919191919192e-5	3.35567010309278	9.23232323232323e-5	6.47183929556554e-5	2.66944999339111e-5	NA	NA	7.10649934608831e-5	0.19389657974388	924	0	76	0.076	0.924	0.152
Emp/BloomDFE	100	1419	1419	0	0	2	1	100	piNpiS	1419	1433.5	1448	1000	0.007890909090909087	0.0011757575757575752	60	30	1.31515151515151e-4	3.91919191919192e-5	3.35567010309278	9.23232323232323e-5	6.25504256288424e-5	2.62311946702605e-5	NA	NA	6.93872405801834e-5	0.183336937080688	917	1	82	0.082	0.917	0.164
Emp/BloomDFE	100	1420	1420	0	0	2	1	100	piNpiS	1420	1434.5	1449	1000	0.007890909090909087	0.0011757575757575752	60	30	1.31515151515151e-4	3.91919191919192e-5	3.35567010309278	9.23232323232323e-5	6.40952009192914e-5	2.64605202652335e-5	NA	NA	6.93002201712344e-5	0.182787465449192	913	0	87	0.087	0.913	0.174
Emp/BloomDFE	100	1421	1421	5.878787878787882e-4	0	2	1	100	piNpiS	1421	1435.5	1450	1000	0.007890909090909087	0.0011757575757575752	60	30	1.31515151515151e-4	3.91919191919192e-5	3.35567010309278	9.23232323232323e-5	6.17185030763416e-5	2.67651078350769e-5	NA	NA	6.77874414425075e-5	0.173213076383479	930	1	69	0.069	0.93	0.138
Emp/BloomDFE	100	1422	1422	0	0	2	1	100	piNpiS	1422	1436.5	1451	1000	0.007303030303030298	0.0011757575757575752	60	30	1.21717171717172e-4	3.91919191919192e-5	3.10567010309278	8.25252525252525e-5	6.35955243099786e-5	2.61419184892772e-5	NA	NA	6.80039331893054e-5	0.224924782457988	897	3	100	0.1	0.897	0.2
Emp/BloomDFE	100	1423	1423	0	0	2	1	100	piNpiS	1423	1437.5	1452	1000	0.007303030303030298	0.0011757575757575752	60	30	1.21717171717172e-4	3.91919191919192e-5	3.10567010309278	8.25252525252525e-5	6.21515742431275e-5	2.57262003452893e-5	NA	NA	7.17096665552212e-5	0.249804378125748	896	3	101	0.101	0.896	0.202
